"Region","month","year","Value"
"Alberta",5,2001,1.02286758761181
"British Columbia",5,2001,0.997613643507783
"Canada",5,2001,1.53898621322543
"Manitoba",5,2001,2.38724249348502
"New Brunswick",5,2001,3.34397894342753
"Newfoundland and Labrador",5,2001,1.15159016594283
"Northwest Territories",5,2001,0.994724606043157
"Nova Scotia",5,2001,3.37602765140298
"Nunavut",5,2001,1.39612815827598
"Ontario",5,2001,3.40700402403114
"Prince Edward Island",5,2001,6.78412059522187
"Québec",5,2001,1.08359325454909
"Saskatchewan",5,2001,1.00328373600193
"Yukon",5,2001,0.191605512565883
"Alberta",6,2001,2.17515147820597
"British Columbia",6,2001,1.25279408315044
"Canada",6,2001,1.90005481143438
"Manitoba",6,2001,2.76939500363989
"New Brunswick",6,2001,3.34453336317103
"Newfoundland and Labrador",6,2001,1.99327977281177
"Northwest Territories",6,2001,0.926283881155537
"Nova Scotia",6,2001,3.13641151805062
"Nunavut",6,2001,0.526108377351528
"Ontario",6,2001,3.53601575826986
"Prince Edward Island",6,2001,5.42885301374801
"Québec",6,2001,2.51095796763784
"Saskatchewan",6,2001,2.47610842387525
"Yukon",6,2001,1.21352945218593
"Alberta",7,2001,3.49134247901262
"British Columbia",7,2001,1.17232385485498
"Canada",7,2001,2.20866490088603
"Manitoba",7,2001,2.86253366870651
"New Brunswick",7,2001,2.70036503100059
"Newfoundland and Labrador",7,2001,3.18912639148078
"Northwest Territories",7,2001,2.31465302075427
"Nova Scotia",7,2001,2.95278254638204
"Nunavut",7,2001,1.51355272830565
"Ontario",7,2001,2.53844491839307
"Prince Edward Island",7,2001,2.56475247462193
"Québec",7,2001,2.60037493676453
"Saskatchewan",7,2001,3.2710858560126
"Yukon",7,2001,1.45386316358816
"Alberta",8,2001,1.86039499987755
"British Columbia",8,2001,1.58512974656651
"Canada",8,2001,2.21394163647136
"Manitoba",8,2001,4.07157639708215
"New Brunswick",8,2001,2.01991975825861
"Newfoundland and Labrador",8,2001,2.59375580005741
"Northwest Territories",8,2001,1.88519220668399
"Nova Scotia",8,2001,2.2899063096643
"Nunavut",8,2001,1.49470481153324
"Ontario",8,2001,4.39140394527322
"Prince Edward Island",8,2001,1.64144760559444
"Québec",8,2001,3.37721080395817
"Saskatchewan",8,2001,1.56771269586679
"Yukon",8,2001,0.586168723015515
"Alberta",9,2001,1.32790119084832
"British Columbia",9,2001,2.09535763579858
"Canada",9,2001,2.48043741657658
"Manitoba",9,2001,2.80316416226447
"New Brunswick",9,2001,3.03468892964349
"Newfoundland and Labrador",9,2001,3.05238439142908
"Northwest Territories",9,2001,2.7274198445735
"Nova Scotia",9,2001,2.07118556762006
"Nunavut",9,2001,1.64516113882177
"Ontario",9,2001,3.63862727890204
"Prince Edward Island",9,2001,2.52728724648029
"Québec",9,2001,4.19549748870531
"Saskatchewan",9,2001,2.35745354298573
