"Metric","Metric Id","Item","Item Id","Region","Region Id","Partner Region","Partner Region Id","Unit","Unit Id","Frequency","Frequency Id","Start Date","End Date","Value","Source"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-09","2000-03-09",-7.22298487543,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-10","2000-03-10",-12.6693077952,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-11","2000-03-11",-14.8078822773,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-12","2000-03-12",-8.91327674695,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-13","2000-03-13",-10.3734934913,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-14","2000-03-14",-12.8124934472399,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-15","2000-03-15",-9.70453500339,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-16","2000-03-16","null","NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-17","2000-03-17",-1.28958191705,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-18","2000-03-18",-0.303604883005,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-19","2000-03-19","null","NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-20","2000-03-20",-0.800339966983,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-21","2000-03-21",0.9835370348,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-22","2000-03-22",2.57207748398,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-23","2000-03-23",1.30546093966,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-24","2000-03-24",2.29763096074,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-25","2000-03-25",2.80516691119,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-26","2000-03-26",5.62916457047,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-27","2000-03-27",5.47664204455568,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-28","2000-03-28",4.50142973643,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-29","2000-03-29",4.70220652055,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-30","2000-03-30",7.63969093818,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-03-31","2000-03-31",7.20538235384,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-01","2000-04-01",2.81592339628,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-02","2000-04-02",5.31855856147,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-03","2000-04-03",9.66493423438,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-04","2000-04-04",6.56105298606,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-05","2000-04-05",4.55188521077,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-06","2000-04-06","null","NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-07","2000-04-07",5.61528341364,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-08","2000-04-08",6.11810460332,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-09","2000-04-09",7.70548399804,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-10","2000-04-10",0.925911442843,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-11","2000-04-11",1.52854087033,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-12","2000-04-12",-6.82322183552,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-13","2000-04-13",-6.364504205,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-14","2000-04-14",-2.18810485056,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-15","2000-04-15",0.951049443481,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-16","2000-04-16",3.20657383899,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-17","2000-04-17",4.74948980381,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-18","2000-04-18",9.22406290554,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-19","2000-04-19",15.2396825957,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-20","2000-04-20",15.4971450552,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-21","2000-04-21",18.4181771996,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-22","2000-04-22",20.7710691655,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-23","2000-04-23",13.3630532508,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-24","2000-04-24",13.3534065262,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-25","2000-04-25","null","NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-26","2000-04-26","null","NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-27","2000-04-27","null","NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-28","2000-04-28","null","NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-29","2000-04-29",17.5100078001,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-04-30","2000-04-30",17.3668298582,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-01","2000-05-01",19.084215798,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-02","2000-05-02",14.2876582689,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-03","2000-05-03",17.7423560748,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-04","2000-05-04",17.6991613483,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-05","2000-05-05",19.1046808591,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-06","2000-05-06",18.9115776762,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-07","2000-05-07",14.5207106694,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-08","2000-05-08",16.6551748286,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-09","2000-05-09",12.9941347786,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-10","2000-05-10",17.4993059177,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-11","2000-05-11",10.8715018457,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-12","2000-05-12",13.9646735935,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-13","2000-05-13",12.432039953709,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-14","2000-05-14",13.1729793283,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-15","2000-05-15",22.5777556676,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-16","2000-05-16",12.0559789966,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-17","2000-05-17",22.4469998439,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-18","2000-05-18",19.5459900735,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-19","2000-05-19",18.4674878705,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-20","2000-05-20",17.5651727525,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-21","2000-05-21",19.5660663252,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-22","2000-05-22",17.8905316199,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-23","2000-05-23",16.1489416196,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-24","2000-05-24",23.0765281958,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-25","2000-05-25",21.5302650267,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-26","2000-05-26",20.4312121717,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-27","2000-05-27",20.8334236708,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-28","2000-05-28",16.1258656095,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-29","2000-05-29",19.1682970348658,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-30","2000-05-30",20.260124797,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-05-31","2000-05-31",21.5795293444,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-01","2000-06-01",21.3141156816,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-02","2000-06-02",22.7571643256,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-03","2000-06-03",22.7441010897,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-04","2000-06-04",26.7500682807,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-05","2000-06-05",19.3277965575,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-06","2000-06-06",19.8893631015,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-07","2000-06-07",25.111593604,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-08","2000-06-08","null","NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-09","2000-06-09",22.2241216749,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-10","2000-06-10",24.5904681918,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-11","2000-06-11",22.6320977562,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-12","2000-06-12",17.0148677513254,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-13","2000-06-13",20.1318293729,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-14","2000-06-14",16.6735012801,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-15","2000-06-15","null","NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-16","2000-06-16",19.4932935084,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-17","2000-06-17",22.1527740848,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-18","2000-06-18",22.61573795741,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-19","2000-06-19",18.9984076158,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-20","2000-06-20",19.639494976,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-21","2000-06-21",22.4725908643,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-22","2000-06-22",19.9595046939,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-23","2000-06-23",20.2676772987,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-24","2000-06-24",16.1953994808,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-25","2000-06-25",18.6388477689,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-26","2000-06-26",20.0273184393,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-27","2000-06-27","null","NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-28","2000-06-28",27.1204254538996,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-29","2000-06-29",27.8336678329068,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-06-30","2000-06-30",23.573662381,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-01","2000-07-01",23.5037600537,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-02","2000-07-02",25.762279966,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-03","2000-07-03",20.549608354,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-04","2000-07-04",26.9636320915,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-05","2000-07-05",24.3264897805,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-06","2000-07-06",18.5891454145,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-07","2000-07-07",23.7050527586,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-08","2000-07-08",26.9816663874,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-09","2000-07-09",23.8657001402,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-10","2000-07-10",25.5902995375,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-11","2000-07-11",25.0289506911557,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-12","2000-07-12",25.3578023678,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-13","2000-07-13",27.5597005511,"NASA MODIS MOD11 LST, Gro Intelligence"
"Temperature",2540047,"Land temperature (daytime)",3457,"Alberta",10556,,,"Celsius",36,"daily",1,"2000-07-14","2000-07-14",25.108912338,"NASA MODIS MOD11 LST, Gro Intelligence"
